Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-11-01,Middle East & Africa,Redmi,24131,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Asia,Xiaomi Flagship,20630,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Europe,Xiaomi Flagship,8537,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Latin America,Xiaomi Flagship,3557,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Middle East & Africa,Xiaomi Flagship,2846,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Asia,POCO,29433,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Europe,POCO,12179,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Latin America,POCO,5075,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Middle East & Africa,POCO,4060,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Asia,Black Shark,4676,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Europe,Black Shark,1935,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Latin America,Black Shark,806,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Middle East & Africa,Black Shark,645,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Asia,Other,17880,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Europe,Other,7399,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Latin America,Other,3083,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-01,Middle East & Africa,Other,2466,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Asia,Redmi,195681,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Europe,Redmi,80971,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Latin America,Redmi,33738,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Middle East & Africa,Redmi,26990,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Asia,Xiaomi Flagship,23076,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Europe,Xiaomi Flagship,9549,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Latin America,Xiaomi Flagship,3979,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Middle East & Africa,Xiaomi Flagship,3183,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Asia,POCO,32921,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Europe,POCO,13623,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Latin America,POCO,5676,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Middle East & Africa,POCO,4541,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Asia,Black Shark,5230,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Europe,Black Shark,2164,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Latin America,Black Shark,902,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Middle East & Africa,Black Shark,721,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Asia,Other,19999,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Europe,Other,8275,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Latin America,Other,3448,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-02,Middle East & Africa,Other,2758,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Asia,Redmi,183025,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Europe,Redmi,75734,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Latin America,Redmi,31556,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Middle East & Africa,Redmi,25245,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Asia,Xiaomi Flagship,21583,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Europe,Xiaomi Flagship,8931,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Latin America,Xiaomi Flagship,3721,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Middle East & Africa,Xiaomi Flagship,2977,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Asia,POCO,30792,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Europe,POCO,12741,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Latin America,POCO,5309,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Middle East & Africa,POCO,4247,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Asia,Black Shark,4892,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Europe,Black Shark,2024,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Latin America,Black Shark,843,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Middle East & Africa,Black Shark,675,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Asia,Other,18705,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Europe,Other,7740,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Latin America,Other,3225,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-03,Middle East & Africa,Other,2580,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Asia,Redmi,194578,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Europe,Redmi,80515,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Latin America,Redmi,33548,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Middle East & Africa,Redmi,26838,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Asia,Xiaomi Flagship,22946,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Europe,Xiaomi Flagship,9495,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Latin America,Xiaomi Flagship,3956,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Middle East & Africa,Xiaomi Flagship,3165,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Asia,POCO,32736,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Europe,POCO,13546,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Latin America,POCO,5644,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Middle East & Africa,POCO,4515,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Asia,Black Shark,5201,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Europe,Black Shark,2152,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Latin America,Black Shark,897,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Middle East & Africa,Black Shark,717,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Asia,Other,19886,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Europe,Other,8229,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Latin America,Other,3429,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-04,Middle East & Africa,Other,2743,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Asia,Redmi,180612,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Europe,Redmi,74736,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Latin America,Redmi,31140,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Middle East & Africa,Redmi,24912,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Asia,Xiaomi Flagship,21299,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Europe,Xiaomi Flagship,8813,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Latin America,Xiaomi Flagship,3672,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Middle East & Africa,Xiaomi Flagship,2938,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Asia,POCO,30386,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Europe,POCO,12573,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Latin America,POCO,5239,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Middle East & Africa,POCO,4191,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Asia,Black Shark,4828,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Europe,Black Shark,1998,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Latin America,Black Shark,832,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Middle East & Africa,Black Shark,666,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Asia,Other,18459,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Europe,Other,7638,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Latin America,Other,3183,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-05,Middle East & Africa,Other,2546,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Asia,Redmi,187153,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Europe,Redmi,77442,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Latin America,Redmi,32268,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Middle East & Africa,Redmi,25814,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Asia,Xiaomi Flagship,22070,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Europe,Xiaomi Flagship,9132,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Latin America,Xiaomi Flagship,3805,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Middle East & Africa,Xiaomi Flagship,3044,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Asia,POCO,31486,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Europe,POCO,13029,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Latin America,POCO,5429,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Middle East & Africa,POCO,4343,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Asia,Black Shark,5003,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Europe,Black Shark,2070,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Latin America,Black Shark,863,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Middle East & Africa,Black Shark,690,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Asia,Other,19127,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Europe,Other,7915,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Latin America,Other,3298,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-06,Middle East & Africa,Other,2638,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Asia,Redmi,194120,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Europe,Redmi,80326,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Latin America,Redmi,33469,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Middle East & Africa,Redmi,26775,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Asia,Xiaomi Flagship,22892,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Europe,Xiaomi Flagship,9472,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Latin America,Xiaomi Flagship,3947,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Middle East & Africa,Xiaomi Flagship,3157,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Asia,POCO,32659,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Europe,POCO,13514,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Latin America,POCO,5631,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Middle East & Africa,POCO,4505,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Asia,Black Shark,5189,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Europe,Black Shark,2147,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Latin America,Black Shark,895,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Middle East & Africa,Black Shark,716,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Asia,Other,19839,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Europe,Other,8209,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Latin America,Other,3421,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-07,Middle East & Africa,Other,2736,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Asia,Redmi,176385,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Europe,Redmi,72987,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Latin America,Redmi,30411,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Middle East & Africa,Redmi,24329,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Asia,Xiaomi Flagship,20800,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Europe,Xiaomi Flagship,8607,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Latin America,Xiaomi Flagship,3586,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Middle East & Africa,Xiaomi Flagship,2869,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Asia,POCO,29675,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Europe,POCO,12279,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Latin America,POCO,5116,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Middle East & Africa,POCO,4093,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Asia,Black Shark,4715,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Europe,Black Shark,1951,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Latin America,Black Shark,813,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Middle East & Africa,Black Shark,650,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Asia,Other,18027,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Europe,Other,7459,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Latin America,Other,3108,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-08,Middle East & Africa,Other,2486,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Asia,Redmi,190728,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Europe,Redmi,78922,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Latin America,Redmi,32884,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Middle East & Africa,Redmi,26307,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Asia,Xiaomi Flagship,22492,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Europe,Xiaomi Flagship,9307,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Latin America,Xiaomi Flagship,3878,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Middle East & Africa,Xiaomi Flagship,3102,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Asia,POCO,32088,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Europe,POCO,13278,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Latin America,POCO,5532,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Middle East & Africa,POCO,4426,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Asia,Black Shark,5098,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Europe,Black Shark,2110,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Latin America,Black Shark,879,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Middle East & Africa,Black Shark,703,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Asia,Other,19493,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Europe,Other,8066,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Latin America,Other,3361,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-09,Middle East & Africa,Other,2689,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Asia,Redmi,192588,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Europe,Redmi,79692,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Latin America,Redmi,33205,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Middle East & Africa,Redmi,26564,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Asia,Xiaomi Flagship,22711,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Europe,Xiaomi Flagship,9398,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Latin America,Xiaomi Flagship,3916,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Middle East & Africa,Xiaomi Flagship,3133,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Asia,POCO,32401,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Europe,POCO,13407,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Latin America,POCO,5586,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Middle East & Africa,POCO,4469,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Asia,Black Shark,5148,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Europe,Black Shark,2130,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Latin America,Black Shark,888,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Middle East & Africa,Black Shark,710,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Asia,Other,19683,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Europe,Other,8145,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Latin America,Other,3394,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-10,Middle East & Africa,Other,2715,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Asia,Redmi,173981,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Europe,Redmi,71992,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Latin America,Redmi,29997,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Middle East & Africa,Redmi,23997,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Asia,Xiaomi Flagship,20517,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Europe,Xiaomi Flagship,8490,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Latin America,Xiaomi Flagship,3537,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Middle East & Africa,Xiaomi Flagship,2830,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Asia,POCO,29270,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Europe,POCO,12112,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Latin America,POCO,5047,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Middle East & Africa,POCO,4037,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Asia,Black Shark,4650,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Europe,Black Shark,1924,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Latin America,Black Shark,802,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Middle East & Africa,Black Shark,641,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Asia,Other,17781,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Europe,Other,7358,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Latin America,Other,3066,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-11,Middle East & Africa,Other,2453,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Asia,Redmi,180653,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Europe,Redmi,74753,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Latin America,Redmi,31147,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Middle East & Africa,Redmi,24918,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Asia,Xiaomi Flagship,21303,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Europe,Xiaomi Flagship,8815,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Latin America,Xiaomi Flagship,3673,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Middle East & Africa,Xiaomi Flagship,2938,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Asia,POCO,30393,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Europe,POCO,12576,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Latin America,POCO,5240,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Middle East & Africa,POCO,4192,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Asia,Black Shark,4829,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Europe,Black Shark,1998,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Latin America,Black Shark,833,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Middle East & Africa,Black Shark,666,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Asia,Other,18463,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Europe,Other,7640,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Latin America,Other,3183,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-12,Middle East & Africa,Other,2547,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Asia,Redmi,179895,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Europe,Redmi,74439,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Latin America,Redmi,31016,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Middle East & Africa,Redmi,24813,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Asia,Xiaomi Flagship,21214,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Europe,Xiaomi Flagship,8778,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Latin America,Xiaomi Flagship,3658,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Middle East & Africa,Xiaomi Flagship,2926,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Asia,POCO,30265,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Europe,POCO,12524,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Latin America,POCO,5218,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
